,Date,Origin,Destination,Price,Departure Time,Arrival Time,Flight duration,URL
0,2020-08-24,SIN,HKG,$140,5:45,9:25,3h 40m,https://www.kayak.com/book/flight?code=GDHiI81Bd0.3trpTcyJlBVFj024N3_sTg.13996.482308e402175e6783907ced228c321e&h=e4b58fad5751&sub=E-1c51e2eae46
1,2020-08-25,SIN,HKG,$128,2:15,6:20,4h 05m,https://www.kayak.com/book/flight?code=GDGiH3zGk0.6We7wBYoN-cNUvH8T-y68A.12717.5c64f7d29510b8337475b31c6b0a94e4&h=f04c504d9822&sub=E-139119fa0bd
2,2020-08-26,SIN,HKG,$140,5:45,9:25,3h 40m,https://www.kayak.com/book/flight?code=GDEiCnJMdw.3trpTcyJlBVFj024N3_sTg.13996.6380727fe231e93fb587a8ec63871e9d&h=c54c5123f2b8&sub=E-1c51e2eae46
3,2020-08-27,SIN,HKG,$185,6:00,10:05,4h 05m,https://www.kayak.com/book/flight?code=GDEiJEatrL.-COZ-Slz34a7ImCnqdurig.18427.e62790dfea590b7fcb99a4585dccdf1f&h=9e56373bb687&sub=E-1e920e1ecb2
4,2020-08-28,SIN,HKG,$128,2:15,6:20,4h 05m,https://www.kayak.com/book/flight?code=GDGCJrNq_D.6We7wBYoN-cNUvH8T-y68A.12717.6e86f04764740a616f7ac3416d3321dc&h=137e61692402&sub=E-139119fa0bd
5,2020-08-29,SIN,HKG,$140,5:45,9:25,3h 40m,https://www.kayak.com/book/flight?code=GDFiBwny1m.3trpTcyJlBVFj024N3_sTg.13996.9bb441998703d2927100fa43a8980f6c&h=d5275d88531e&sub=E-1c51e2eae46
6,2020-08-30,SIN,HKG,$128,2:15,6:20,4h 05m,https://www.kayak.com/book/flight?code=GDGiI2RxZQ.6We7wBYoN-cNUvH8T-y68A.12717.63c1957bd8a6a9f52460c0c0aca1dba9&h=7009d91a8ed3&sub=E-139119fa0bd
7,2020-08-31,SIN,HKG,$140,5:45,9:25,3h 40m,https://www.kayak.com/book/flight?code=GDHCKs1EdZ.3trpTcyJlBVFj024N3_sTg.13996.6b302103bd5c1f6099544a53c273f61e&h=b33ba49655a0&sub=E-1c51e2eae46
8,2020-09-01,SIN,HKG,$128,2:15,6:20,4h 05m,https://www.kayak.com/book/flight?code=GDFiOvdSrM.6We7wBYoN-cNUvH8T-y68A.12717.4ace62f56670885001e7f6ed457bc1ef&h=853122db4a9c&sub=E-139119fa0bd
9,2020-09-02,SIN,HKG,$140,5:45,9:25,3h 40m,https://www.kayak.com/book/flight?code=GDGiJav-KD.3trpTcyJlBVFj024N3_sTg.13996.6f3f17e90e48fff42572a690ac3732b8&h=1508d3be3f72&sub=E-1c51e2eae46
10,2020-09-03,SIN,HKG,$194,6:00,10:05,4h 05m,https://www.kayak.com/book/flight?code=GDGCPnKmIU.6We7wBYoN-cNUvH8T-y68A.19308.0bb9d2d6af459957c3e711986b2b8a1a&h=749f3c276f9c&sub=E-139119fa0bd
11,2020-09-04,SIN,HKG,$140,5:45,9:25,3h 40m,https://www.kayak.com/book/flight?code=GDFCIVMjHX.3trpTcyJlBVFj024N3_sTg.13996.85a70c20cc4411734b00b9f5d7bb0fa8&h=dcbd5f1949be&sub=E-1c51e2eae46
12,2020-09-05,SIN,HKG,$140,5:45,9:25,3h 40m,https://www.kayak.com/book/flight?code=GDEiNC3G7f.3trpTcyJlBVFj024N3_sTg.13996.67f835fd08a01893136a4cdaa373fdae&h=f1f20b6a7991&sub=E-1c51e2eae46
13,2020-09-06,SIN,HKG,$119,2:15,6:20,4h 05m,https://www.kayak.com/book/flight?code=GDGiAz56uV.6Ky586fB8Xouqge7lldQQw.11881.8015175f5c98c91446fa5bd469af2dbe&h=fb6e53197a7c&sub=E-1f08093e2f1
