,Date,Origin,Destination,Price,Departure Time,Arrival Time,Flight duration,URL
0,2020-07-29,SIN,HKG,$140,6:00,9:40,3h 40m,https://www.kayak.com/book/flight?code=GtFiO8UlWU.3trpTcyJlBVFj024N3_sTg.13982.303536a7ffe4e14866f8d7b1c054fa18&h=27c42ec09326&sub=E-1c51e2eae46
1,2020-07-30,SIN,HKG,$173,6:00,10:05,4h 05m,https://www.kayak.com/book/flight?code=GtEiQd2RW3.-COZ-Slz34a7ImCnqdurig.17260.acc195281b352afb7bf5e34b75c9bdf6&h=75d0a7fd279e&sub=E-1e920e1ecb2
2,2020-07-31,SIN,HKG,$140,6:00,9:40,3h 40m,https://www.kayak.com/book/flight?code=GtHiGjRQMD.3trpTcyJlBVFj024N3_sTg.13982.ab747bb68a2c61746ffea0b039f8d47b&h=8ccad906d09e&sub=E-1c51e2eae46
3,2020-08-01,SIN,HKG,$113,2:15,6:20,4h 05m,https://www.kayak.com/book/flight?code=GtGiOAoEmx.6We7wBYoN-cNUvH8T-y68A.11227.ddb0235fae5209b2c5b5d6593f647e75&h=7c89975db246&sub=E-139119fa0bd
4,2020-08-02,SIN,HKG,$119,2:15,6:20,4h 05m,https://www.kayak.com/book/flight?code=GtHiKHCY3o.6Ky586fB8Xouqge7lldQQw.11831.08161b0dd942550fae687d6e121223c5&h=d655a3d969d2&sub=E-1f08093e2f1
5,2020-08-03,SIN,HKG,$113,6:00,10:05,4h 05m,https://www.kayak.com/book/flight?code=GtFCNTWjah.6We7wBYoN-cNUvH8T-y68A.11227.064bb829c685959ca37e75bc0c2d9c72&h=dcef0c202fef&sub=E-139119fa0bd
6,2020-08-04,SIN,HKG,$119,4:55,9:00,4h 05m,https://www.kayak.com/book/flight?code=GtGCG78eDx.6Ky586fB8Xouqge7lldQQw.11831.feb0e143daa613a7a81159bd52fa4055&h=7ac727935585&sub=E-1f08093e2f1
7,2020-08-05,SIN,HKG,$127,2:00,6:05,4h 05m,https://www.kayak.com/book/flight?code=GtEiRpM37w.6We7wBYoN-cNUvH8T-y68A.12664.84c6fb8c3e2a361aa5c320888b300f4e&h=885d21e23bf7&sub=E-139119fa0bd
8,2020-08-06,SIN,HKG,$119,6:00,10:05,4h 05m,https://www.kayak.com/book/flight?code=GtGiJktrMR.6Ky586fB8Xouqge7lldQQw.11831.d3b77abc04100cdf77c385190bdd8e70&h=cf7ffe43e9e5&sub=E-1f08093e2f1
9,2020-08-07,SIN,HKG,$127,6:00,10:05,4h 05m,https://www.kayak.com/book/flight?code=GtGCNXjTUv.6We7wBYoN-cNUvH8T-y68A.12664.91d5b2f66cd8a25a39e4a2a9e33a309f&h=9467317e5440&sub=E-139119fa0bd
10,2020-08-08,SIN,HKG,$113,6:00,10:05,4h 05m,https://www.kayak.com/book/flight?code=GtGCJRcngg.6We7wBYoN-cNUvH8T-y68A.11227.dac0ae68716e37bbe96d2e68f5a88fc4&h=e32a6d4a48db&sub=E-139119fa0bd
11,2020-08-09,SIN,HKG,$113,2:15,6:20,4h 05m,https://www.kayak.com/book/flight?code=GtHCHHGk0l.6We7wBYoN-cNUvH8T-y68A.11227.36083597056c9a445ac8db6295c4a0b7&h=5b9213cd10ec&sub=E-139119fa0bd
12,2020-08-10,SIN,HKG,$113,4:55,9:00,4h 05m,https://www.kayak.com/book/flight?code=GtEiKqJiiM.6We7wBYoN-cNUvH8T-y68A.11227.840c5b583ebc915fb6148a191882afa8&h=726ca9f6983f&sub=E-139119fa0bd
13,2020-08-11,SIN,HKG,$119,4:55,9:00,4h 05m,https://www.kayak.com/book/flight?code=GtGCORZ8Ta.6Ky586fB8Xouqge7lldQQw.11831.dab8df60ebff4bcac3e0463f7ffd5bba&h=e00fc21d3840&sub=E-1f08093e2f1
