,Date,Origin,Destination,Price,Departure Time,Arrival Time,Flight duration,URL
0,2020-07-07,SIN,TYO,$190,5:25,6:15,11h 50m,https://www.kayak.com/book/flight?code=GWFiSaKAHp.6We7wBYoN-cNUvH8T-y68A.18978.e47f76d8e9003ff7a2e3593034d03d9c&h=5e46e634d7fa&sub=E-139119fa0bd
1,2020-07-08,SIN,TYO,$196,12:50,11:05,9h 15m,https://www.kayak.com/book/flight?code=GWGCGF0qLv.sJcqRKrFJFQ.19541.cb24b18829d01b0565ce38d724ccf862&h=74ada212f7d9&sub=E013fedbb7aa
2,2020-07-09,SIN,TYO,$196,12:50,11:05,9h 15m,https://www.kayak.com/book/flight?code=GXHCGZUDVu.sJcqRKrFJFQ.19541.336526dc5bc8752cd552617df1382342&h=0fc910004d85&sub=E013fedbb7aa
3,2020-07-10,SIN,TYO,$196,12:50,11:05,9h 15m,https://www.kayak.com/book/flight?code=GXHiPAyFPi.sJcqRKrFJFQ.19541.320ce03fcb5f8a4810e2579e6028e1b4&h=1ec5e69e7993&sub=E013fedbb7aa
4,2020-07-11,SIN,TYO,$196,12:50,11:05,9h 15m,https://www.kayak.com/book/flight?code=GXHCMZIOVp.sJcqRKrFJFQ.19541.8b758c5be25f57a26c62be3eb5741e61&h=934797407090&sub=E013fedbb7aa
5,2020-07-12,SIN,TYO,$191,8:40,9:05,11h 25m,https://www.kayak.com/book/flight?code=GXHCK9YC5E.6We7wBYoN-cNUvH8T-y68A.19017.eb0eb3587f9722c1427307ea177a19fb&h=1c72dc86ee9f&sub=E-139119fa0bd
6,2020-07-13,SIN,TYO,$196,10:20,9:05,9h 45m,https://www.kayak.com/book/flight?code=GXFCMASrBz.6We7wBYoN-cNUvH8T-y68A.19560.ea312c163625f50ea5cb084729830f31&h=c5ad75617eed&sub=E-139119fa0bd
7,2020-07-14,SIN,TYO,$196,10:20,9:05,9h 45m,https://www.kayak.com/book/flight?code=GXEiOgUToX.sJcqRKrFJFQ.19541.2655ed92e1f8ca0edfc178b3f15a2373&h=73e17a9fcfd8&sub=E013fedbb7aa
8,2020-07-15,SIN,TYO,$196,10:20,9:05,9h 45m,https://www.kayak.com/book/flight?code=GXFiORWDAv.sJcqRKrFJFQ.19541.6b95b4d980d347dd0488111624275c32&h=c9752f7a99ee&sub=E013fedbb7aa
9,2020-07-16,SIN,TYO,$196,10:20,9:05,9h 45m,https://www.kayak.com/book/flight?code=GXFCTRG_HK.6We7wBYoN-cNUvH8T-y68A.19560.35395c21ac9aa827c3f7bc45b419d3e0&h=78fa0e4e32e3&sub=E-139119fa0bd
10,2020-07-17,SIN,TYO,$196,10:20,9:05,9h 45m,https://www.kayak.com/book/flight?code=GXFCK-yryb.sJcqRKrFJFQ.19541.1220c0b1ef45be5d94b169b52bba0aab&h=6be8801a67df&sub=E013fedbb7aa
11,2020-07-18,SIN,TYO,$196,10:20,9:05,9h 45m,https://www.kayak.com/book/flight?code=GXFiLGOvE8.sJcqRKrFJFQ.19541.128d4dc78d82e00596eeecb354bfb68c&h=c6d7028d33b9&sub=E013fedbb7aa
12,2020-07-19,SIN,TYO,$188,8:40,9:05,11h 25m,https://www.kayak.com/book/flight?code=GXHiICJilT.6We7wBYoN-cNUvH8T-y68A.18736.17639a6f08a2e2e60331223910063fe0&h=5b4ddc9f0ad3&sub=E-139119fa0bd
13,2020-07-20,SIN,TYO,$196,12:50,11:05,9h 15m,https://www.kayak.com/book/flight?code=GXEiOfHMwx.sJcqRKrFJFQ.19541.8390ae38441dca55bf86f06126b2d3dc&h=465749d211b0&sub=E013fedbb7aa
