,Date,Origin,Destination,Price,Departure Time,Arrival Time,Flight duration,URL
0,2020-08-18,SIN,TYO,$235,2:00,2:25,11h 25m,https://www.kayak.com/book/flight?code=GZHiKLZ3iA.Is689hNqMK_nx4rD09fUPg.23496.bd51f93fc9febd1b993a760638d5c015&h=cb5448a0519a&sub=E-108910d4737
1,2020-08-19,SIN,TYO,$268,7:00,10:25,14h 25m,https://www.kayak.com/book/flight?code=GZHCO2A_ah.Is689hNqMK_nx4rD09fUPg.26752.d95ed03d9d3d2520f394713f26b595ae&h=24284c16b4ad&sub=E-108910d4737
2,2020-08-20,SIN,TYO,$228,2:00,10:00,31h 00m,https://www.kayak.com/book/flight?code=GZECL_zrxC.6fzR64IlVNN068dNKXt9eA.22795.e8dea4f3318d2604601098d75ef2a782&h=81205c739795&sub=E-144ad83168d
3,2020-08-21,SIN,TYO,$217,2:00,12:45,9h 45m,https://www.kayak.com/book/flight?code=GZGiCCs3Kl.Is689hNqMK_nx4rD09fUPg.21627.b44d785c5f5a385ebfc106d1aa7c497e&h=3c319990d0b6&sub=E-108910d4737
4,2020-08-22,SIN,TYO,$254,6:10,2:20,7h 10m,https://www.kayak.com/book/flight?code=GZFCCeVZM0.-COZ-Slz34a7ImCnqdurig.25340.e6bcf3c1fe3d5deba24a1664be65ea4d&h=07e0e9096d7f&sub=E-1e920e1ecb2
5,2020-08-23,SIN,TYO,$228,2:00,10:00,31h 00m,https://www.kayak.com/book/flight?code=GZGiO8iVtR.6fzR64IlVNN068dNKXt9eA.22795.3a5d378cf9282886866440d76533126e&h=3914822bf2f9&sub=E-144ad83168d
6,2020-08-24,SIN,TYO,$225,2:00,2:25,11h 25m,https://www.kayak.com/book/flight?code=GZEiIxLLWP.Is689hNqMK_nx4rD09fUPg.22449.98a5fe9537c65c86a6c8ca61f32876b5&h=91ce44893c94&sub=E-108910d4737
7,2020-08-25,SIN,TYO,$217,2:00,2:25,11h 25m,https://www.kayak.com/book/flight?code=GaFiPduGaJ.Is689hNqMK_nx4rD09fUPg.21627.553ae6aad758442a276d6dba40685794&h=cb48d9e8f3f9&sub=E-108910d4737
8,2020-08-26,SIN,TYO,$259,7:00,10:25,14h 25m,https://www.kayak.com/book/flight?code=GaGCEY9UYT.Is689hNqMK_nx4rD09fUPg.25817.fb9d55354f26f550c5a46cfc8db319c8&h=f5a13c2d065b&sub=E-108910d4737
9,2020-08-27,SIN,TYO,$217,2:00,2:25,11h 25m,https://www.kayak.com/book/flight?code=GaFiHhi3fA.Is689hNqMK_nx4rD09fUPg.21627.93979508183f43084e0c7a458afaaee9&h=6969fe50918c&sub=E-108910d4737
10,2020-08-28,SIN,TYO,$225,2:00,2:25,11h 25m,https://www.kayak.com/book/flight?code=GaGCIt-Un1.Is689hNqMK_nx4rD09fUPg.22449.be8b69e198a25dcc9657239d4936c5c4&h=2bb966a6e849&sub=E-108910d4737
11,2020-08-29,SIN,TYO,$254,6:10,2:20,7h 10m,https://www.kayak.com/book/flight?code=GaECLl-tFh.-COZ-Slz34a7ImCnqdurig.25340.29abda72195ead4e6b560ca579b68af5&h=e0ca8e5f9bca&sub=E-1e920e1ecb2
12,2020-08-30,SIN,TYO,$267,2:00,2:25,11h 25m,https://www.kayak.com/book/flight?code=GaFCNwBaxT.2UFg3_Lii-UH7S5X9hxNmw.26668.0c991936334069e0a8df40d0ac3c655b&h=fa649d0c3e17&sub=E-1836ce41d9d
13,2020-08-31,SIN,TYO,$123,9:40,10:30,23h 50m,https://www.kayak.com/book/flight?code=GaFCBjwd1z.47F3EeHCWiIEdn9PX-8xhQ.12300.785dddf251a16e7f3e72a1306ec0d083&h=ab0c21c1b0df&sub=E-1a433de3910
