,Date,Origin,Destination,Price,Departure Time,Arrival Time,Flight duration,URL
0,2020-08-16,SIN,KUL,$62,9:35,10:40,1h 05m,https://www.kayak.com/book/flight?code=GrFiBqq7u9.1KIA9CPVmMWK1yWXnCZuC7aYAeeTFjgE.6191.f6ef5d4f43ad7a56e5ac1b3e0ec9d9dd&h=8f9b1b0b395b&_kw_pbranded=true&sub=E0fedb408728
1,2020-08-17,SIN,KUL,$62,7:05,8:10,1h 05m,https://www.kayak.com/book/flight?code=GrHiLPdtij.1KIA9CPVmMWK1yWXnCZuC7aYAeeTFjgE.6191.b3440a0b1fe67dcb3858e1ad8744f4cd&h=c198835be49a&_kw_pbranded=true&sub=E0fedb408728
2,2020-08-18,SIN,KUL,$62,7:35,8:40,1h 05m,https://www.kayak.com/book/flight?code=GrGCO_prqe.1KIA9CPVmMWK1yWXnCZuC7aYAeeTFjgE.6191.9dfe28d9f670fc60d876551b0bb10cc9&h=8a459199a162&_kw_pbranded=true&sub=E0fedb408728
3,2020-08-19,SIN,KUL,$160,8:15,4:55,8h 40m,https://www.kayak.com/book/flight?code=GrFCDFyjt0.FEHQgqOye8l9cbIfBvnkohRd8SgVjFCz.15980.c225ca7b65ce5a1a1343420b804b6d49&h=5c2ed4ce47f5&_kw_pbranded=true&sub=E-15e301330f9
4,2020-08-20,SIN,KUL,$41,1:30,2:40,1h 10m,https://www.kayak.com/book/flight?code=GrGCB8d-0s.6We7wBYoN-cNUvH8T-y68A.4021.b235d79ec9b55743d3ec514f413d51cf&h=6b77b42d2709&sub=E-139119fa0bd
5,2020-08-21,SIN,KUL,$253,2:15,3:40,25h 25m,https://www.kayak.com/book/flight?code=GrFCRqcHkv.FEHQgqOye8l9cbIfBvnkohRd8SgVjFCz.25203.a3f030b79c041b69e084b228667c7887&h=77bcb9cb3627&_kw_pbranded=true&sub=E-15e301330f9
6,2020-08-22,SIN,KUL,$41,8:45,9:45,1h 00m,https://www.kayak.com/book/flight?code=GrGiMI857n.6We7wBYoN-cNUvH8T-y68A.4021.2416cd3cc976e4190a0ce79dd814fa1c&h=a6206be5035e&sub=E-139119fa0bd
7,2020-08-23,SIN,KUL,$146,3:35,4:35,1h 00m,https://www.kayak.com/book/flight?code=GsEiJaPZ1Z.FEHQgqOye8l9cbIfBvnkohRd8SgVjFCz.14580.11c77dd37bcee43ceaa8bfbb8f6f855e&h=7f54f2e71812&_kw_pbranded=true&sub=E-15e301330f9
8,2020-08-24,SIN,KUL,$62,9:35,10:40,1h 05m,https://www.kayak.com/book/flight?code=GsEiN8DyJp.1KIA9CPVmMWK1yWXnCZuC7aYAeeTFjgE.6191.282a60fd7cb0369301c3e7a1e62c0a2e&h=815ab3c2daab&_kw_pbranded=true&sub=E0fedb408728
9,2020-08-25,SIN,KUL,$64,12:50,1:55,1h 05m,https://www.kayak.com/book/flight?code=GsECJqsHG5.1KIA9CPVmMWK1yWXnCZuC7aYAeeTFjgE.6322.32e6af12abbec57e2c6fa41930147772&h=1c3e45c93ca9&_kw_pbranded=true&sub=E0fedb408728
10,2020-08-26,SIN,KUL,$160,8:15,4:55,8h 40m,https://www.kayak.com/book/flight?code=GsHiIjHYa2.FEHQgqOye8l9cbIfBvnkohRd8SgVjFCz.15980.3d391e4f0bd63999f35afa214d6c013f&h=1aea63778cad&_kw_pbranded=true&sub=E-15e301330f9
11,2020-08-27,SIN,KUL,$113,3:35,4:35,1h 00m,https://www.kayak.com/book/flight?code=GsFiQaWULb.pzQS6CUVVs3BDARZyLA7ng.11287.603bc20d89a96b43f5c6eb0102b35258&h=891d32d40e38&sub=E-1d6267b3e5e
12,2020-08-28,SIN,KUL,$253,2:15,3:40,25h 25m,https://www.kayak.com/book/flight?code=GsGCNpMJVl.FEHQgqOye8l9cbIfBvnkohRd8SgVjFCz.25203.2d89f40caee8a32c52dbff84fa6b6c5f&h=09d744151821&_kw_pbranded=true&sub=E-15e301330f9
13,2020-08-29,SIN,KUL,$62,9:35,10:40,1h 05m,https://www.kayak.com/book/flight?code=GsFiEMg0r2.1KIA9CPVmMWK1yWXnCZuC7aYAeeTFjgE.6191.343676ae5a21fad1789587e9a2d286cc&h=bf6862d35833&_kw_pbranded=true&sub=E0fedb408728
