,Date,Origin,Destination,Price,Departure Time,Arrival Time,Flight duration,URL
0,2020-08-07,SIN,LON,$964,10:35,7:55,16h 20m,https://www.kayak.com/book/flight?code=GBFiGvpSYh.scU5lTLQcTc.96400.50beb29d55076783e1b369500bd673d8&h=ae8c97fb4126&sub=E-1960a6058bc
1,2020-08-08,SIN,LON,$396,11:30,8:10,15h 40m,https://www.kayak.com/book/flight?code=GBHCMXmr4K.gwDiDTziODsKCwPwRb8L4Q.39568.52dff4655881b287f8d4796068c1b4d2&h=6641bcfe228e&sub=E-111205da9a8
2,2020-08-09,SIN,LON,$944,8:00,4:05,27h 05m,https://www.kayak.com/book/flight?code=GBFiOUq18k.lbO7bTe0lLcKCwPwRb8L4Q.94340.8a7aab74afc32110dba4a2b7e3f0dc99&h=965740bc2888&sub=E-166eddf7551
3,2020-08-10,SIN,LON,$437,11:30,8:10,15h 40m,https://www.kayak.com/book/flight?code=GBHCIsf9lZ.k__A2aLI5Kc.43693.4199287ca21556efd80d68bbca9571af&h=7a001d6d279b&sub=E-1056e4f4f1c
4,2020-08-11,SIN,LON,$479,10:35,5:05,13h 30m,https://www.kayak.com/book/flight?code=GBEiNzkC91.vkb2KA0OrucDzQq2dWkU9A.47881.edf277509ffc43f73ec46b3dd417b260&h=402a9285aabe&_kw_pbranded=true&sub=E-1764b128441
5,2020-08-12,SIN,LON,$396,11:30,8:10,15h 40m,https://www.kayak.com/book/flight?code=GBFCS--diJ.gwDiDTziODsKCwPwRb8L4Q.39568.42b815855830899b3327d43ee2c41245&h=44264b8bd103&sub=E-111205da9a8
6,2020-08-13,SIN,LON,$944,8:00,4:05,27h 05m,https://www.kayak.com/book/flight?code=GBGCInqSzk.lbO7bTe0lLcKCwPwRb8L4Q.94340.22a37f39028b9dc8fec0c70c0d24a952&h=c16abd3edc83&sub=E-166eddf7551
7,2020-08-14,SIN,LON,$972,12:40,8:50,15h 10m,https://www.kayak.com/book/flight?code=GBEiKQ913t.i8CATpNSsfE.97156.dc4f378c1825a692e0a520cd5994a761&h=cc93a32efd95&sub=E-17090ed611e
8,2020-08-15,SIN,LON,$463,11:30,8:10,15h 40m,https://www.kayak.com/book/flight?code=GBFCKdFNO5.k__A2aLI5Kc.46204.9733b3ec2f545da1405245be4340ab78&h=a29548dc9595&sub=E-1056e4f4f1c
9,2020-08-16,SIN,LON,$944,8:00,4:05,27h 05m,https://www.kayak.com/book/flight?code=GBFiIY8D9C.lbO7bTe0lLcKCwPwRb8L4Q.94340.267a05745ad1e18666a0c1ed3546ca86&h=b215f0ab3bde&sub=E-166eddf7551
10,2020-08-17,SIN,LON,$437,11:30,1:00,20h 30m,https://www.kayak.com/book/flight?code=GCEiC5UH09.k__A2aLI5Kc.43693.ca28aaa2d655d917ea39d6277e1025ff&h=9219b543bb01&sub=E-1056e4f4f1c
11,2020-08-18,SIN,LON,$494,10:35,5:05,13h 30m,https://www.kayak.com/book/flight?code=GCHCHaF6gu.vkb2KA0OrucDzQq2dWkU9A.49381.2cc08a67a26d25b461695653ea8729a2&h=514778a2042c&_kw_pbranded=true&sub=E-1764b128441
12,2020-08-19,SIN,LON,$437,11:30,8:10,15h 40m,https://www.kayak.com/book/flight?code=GCGiOYItvQ.k__A2aLI5Kc.43693.dea2f1131b2330f04b0b4e4f794acb17&h=7c31bda619d7&sub=E-1056e4f4f1c
13,2020-08-20,SIN,LON,$599,8:00,4:05,27h 05m,https://www.kayak.com/book/flight?code=GCFCDzg8UM.lbO7bTe0lLcKCwPwRb8L4Q.59840.9bc5366be29d2320205bbfe42b24eff3&h=a2f1251cd181&sub=E-166eddf7551
