,Date,Origin,Destination,Price,Departure Time,Arrival Time,Flight duration,URL
0,2020-09-07,SIN,DPS,$101,5:10,7:50,2h 40m,https://www.kayak.com/book/flight?code=GFECKWmnqo.-COZ-Slz34a7ImCnqdurig.10077.05018528924188e12195e8b277bf360e&h=6d550855f309&sub=E-1e920e1ecb2
1,2020-09-08,SIN,DPS,$101,5:10,7:50,2h 40m,https://www.kayak.com/book/flight?code=GFGCBipUwE.BximiDHCFxuVG46jPA6m1w.10055.166490d2838b03b99e04e7c48afc3a9f&h=90e75b8aaea3&sub=E-1789cae2134
2,2020-09-09,SIN,DPS,$101,9:05,11:45,2h 40m,https://www.kayak.com/book/flight?code=GFGiANMZe7.BximiDHCFxuVG46jPA6m1w.10055.bbcc87b891b2f3a8e7f4cf60510ee432&h=e3b25ebf0a84&sub=E-1789cae2134
3,2020-09-10,SIN,DPS,$101,5:10,7:50,2h 40m,https://www.kayak.com/book/flight?code=GFFCByr3O8.-COZ-Slz34a7ImCnqdurig.10077.bee430300b323e2a2ad2dc60a26cabea&h=7c9215479a32&sub=E-1e920e1ecb2
4,2020-09-11,SIN,DPS,$115,3:50,6:35,2h 45m,https://www.kayak.com/book/flight?code=GFHCGjn-oo.1KIA9CPVmMWK1yWXnCZuC7aYAeeTFjgE.11417.43d36d2954cd2650f1b34631ec136d56&h=48465dc5a796&_kw_pbranded=true&sub=E0fedb408728
5,2020-09-12,SIN,DPS,$104,10:55,1:40,2h 45m,https://www.kayak.com/book/flight?code=GFGCPoqDVA.6We7wBYoN-cNUvH8T-y68A.10321.bdf7a83bea2507b78a025827c3070926&h=51f8bf7c8fe4&sub=E-139119fa0bd
6,2020-09-13,SIN,DPS,$115,7:50,10:35,2h 45m,https://www.kayak.com/book/flight?code=GFGCOySW6Q.1KIA9CPVmMWK1yWXnCZuC7aYAeeTFjgE.11417.e8c6158dff2c8b911d2cb2e133ba7b32&h=7480f10a8919&_kw_pbranded=true&sub=E0fedb408728
7,2020-09-14,SIN,DPS,$104,10:55,1:40,2h 45m,https://www.kayak.com/book/flight?code=GFHCJJkOW2.6We7wBYoN-cNUvH8T-y68A.10321.2e9eb3d586b79fe14ff1c3344eaef4aa&h=a1e6391dc102&sub=E-139119fa0bd
8,2020-09-15,SIN,DPS,$115,3:50,6:35,2h 45m,https://www.kayak.com/book/flight?code=GFHiNgPI7X.1KIA9CPVmMWK1yWXnCZuC7aYAeeTFjgE.11417.605580f54e26d5368fd2fb9d4466df4a&h=bdc7a76e50e6&_kw_pbranded=true&sub=E0fedb408728
9,2020-09-16,SIN,DPS,$115,10:55,1:40,2h 45m,https://www.kayak.com/book/flight?code=GFGiGi4yet.1KIA9CPVmMWK1yWXnCZuC7aYAeeTFjgE.11417.7fbd504245d5f0589f8443bfaf09b91f&h=9da50246aa98&_kw_pbranded=true&sub=E0fedb408728
10,2020-09-17,SIN,DPS,$115,3:50,6:35,2h 45m,https://www.kayak.com/book/flight?code=GFECM8JiQr.1KIA9CPVmMWK1yWXnCZuC7aYAeeTFjgE.11417.c4af47ed9178ce9811d020cec5043676&h=4c56186eb180&_kw_pbranded=true&sub=E0fedb408728
11,2020-09-18,SIN,DPS,$104,3:50,6:35,2h 45m,https://www.kayak.com/book/flight?code=GFGiLusULu.6We7wBYoN-cNUvH8T-y68A.10321.df868d00d42eebc69806b570612385fa&h=4a07a823ec63&sub=E-139119fa0bd
12,2020-09-19,SIN,DPS,$104,10:55,1:40,2h 45m,https://www.kayak.com/book/flight?code=GFFCP4wBge.6We7wBYoN-cNUvH8T-y68A.10321.a64bef3e9d6d005aedac72d5633061aa&h=bdffd4736ce2&sub=E-139119fa0bd
13,2020-09-20,SIN,DPS,$104,10:55,1:40,2h 45m,https://www.kayak.com/book/flight?code=GFECKNIgqT.6We7wBYoN-cNUvH8T-y68A.10321.b69965219865707915015e49aca15496&h=acda71b47591&sub=E-139119fa0bd
